dl_id	dl_stem1	dl_stem2	dl_stem3	dl_stem4	dl_pos	dl_grammar_code	dl_type	dl_variant	dl_gender	dl_comparison	dl_kind	dl_aux_case	dl_age	dl_area	dl_geography	dl_frequency	dl_source	dl_senses
11549	Compitali	Compitali			N	2 4 N T	2	4	N		T		X	E	X	C	O	festival celebrated at cross-roads in honor of the_Lares/rural gods (pl.);
11550	compitalici	compitalici			ADJ	1 1 POS	1	1		POS			X	X	X	D	O	associated with cross-roads; of Compitalia festival of the_Lares;
11551	Compitalis	Compital			N	3 3 M P	3	3	M		P		X	E	X	E	O	priest of the_Lares Compitales/rural gods (worshiped at crossroads);
11552	compitaliti	compitaliti			ADJ	1 1 POS	1	1		POS			X	X	X	D	S	associated with cross-roads; of Compitalia festival of the_Lares;
11553	compitens	compitens			ADJ	3 2 POS	3	2		POS			X	X	X	I	O	adjoining/sharing same crossroads/road junction;
11554	compl	compl	complev	complet	V	2 1 TRANS	2	1			TRANS		X	X	X	A	O	fill (up/in); be big enough to fill; occupy space, crowd; furnish/supply/man; finish, complete, perfect; make pregnant; fulfill, make up, complete, satisfy;
11555	complac	complac	complacav	complacat	V	1 1 TRANS	1	1			TRANS		X	X	X	F	O	conciliate (greatly), placate; win sympathy of;
11556	complac	complac	complacu	complacit	V	2 1 INTRANS	2	1			INTRANS		X	X	X	C	O	please, take fancy of, capture affections of, be acceptable/agreed to;
11557	complacit	complacit	complaciti	complacitissi	ADJ	1 1 X	1	1		X			D	X	X	E	S	pleased; favorable;
11558	complan	complan	complanav	complanat	V	1 1 TRANS	1	1			TRANS		X	X	X	C	O	make (ground) level/flat; smooth out (trouble); pull down, raze to ground;
11559	complanator	complanator			N	3 1 M T	3	1	M		T		X	X	X	F	O	thing/one that makes smooth/level; (toothpaste);
11560	complant	complant	complantav	complantat	V	1 1 TRANS	1	1			TRANS		D	A	X	E	S	plant together;
11561	complantatio	complantation			N	3 1 F T	3	1	F		T		D	A	X	F	S	planting;
11562	complatonic	complatonic			N	2 1 M P	2	1	M		P		D	S	X	F	S	fellow-Platonist;
11563	complaud	complaud	complaus	complaus	V	3 1 INTRANS	3	1			INTRANS		D	X	X	F	S	applaud together/enthusiastically;
11564	complect	complect			N	2 1 M T	2	1	M		T		F	X	X	E	N	embrace, grasp.
11565	complect	complect	complect	complex	V	3 1 TRANS	3	1			TRANS		X	X	X	C	O	embrace, hug; welcome; encircle, encompass; attain; include, bring in, involve; lay hold of, grip; seize; grasp, take in/up; sum up; include in scope, cover;
11566	complect	complect	-	complex	V	3 1 DEP	3	1			DEP		X	X	X	A	O	embrace, hug; welcome; encircle, encompass; attain; include, bring in, involve; lay hold of, grip; seize; grasp, take in/up; sum up; include in scope, cover;
11567	complement	complement			N	2 2 N T	2	2	N		T		X	X	X	E	O	complement, something that fills out/up or completes;
11568	complementari	complementari			ADJ	1 1 POS	1	1		POS			G	X	X	E	K	complementary;
11569	complend	complend			N	1 1 F T	1	1	F		T		F	E	X	F	E	Post-Communion;
11570	complet	complet	completi	completissi	ADJ	1 1 X	1	1		X			X	X	X	E	O	complete, round off; filled full, full (L+S); perfect;
11571	completio	completion			N	3 1 F T	3	1	F		T		D	X	X	E	S	filling, filling up; fulfillment;
11572	completiv	completiv			ADJ	1 1 POS	1	1		POS			D	X	X	F	S	serving for filling up, completive;
11573	completor	completor			N	3 1 M P	3	1	M		P		D	E	X	F	S	one who fills up; fulfiller; (Jesus);
11574	completori	completori			N	2 2 N T	2	2	N		T		D	E	X	F	S	Compline, service of prayers at close of day;
11575	complex	complex			N	4 1 M T	4	1	M		T		X	X	X	A	O	surrounding, encompassing, encircling; clasp, grasp, hold, embrace; inclusion; sexual intercourse (w/Venerius/femineus); hand-to-hand fighting; stranglehold;
11576	complex	complex	complexav	complexat	V	1 1 TRANS	1	1			TRANS		F	X	X	F	E	embrace closely; join, combine (Ecc);
11577	complex	complex	-	complexat	V	1 1 DEP	1	1			DEP		D	X	X	F	S	embrace closely; join, combine (Ecc);
11578	complex	complic			N	3 1 C P	3	1	C		P		D	X	X	E	E	accomplice; confederate, participant;
11579	complex	complic			ADJ	3 1 POS	3	1		POS			D	X	X	D	S	closely connected with one, confederate, participant;
11580	complexio	complexion			N	3 1 F T	3	1	F		T		X	X	X	C	O	encircling; combination, association, connection; summary, resume; dilemma;
11581	complexionat	complexionat			ADJ	1 1 POS	1	1		POS			F	X	X	F	M	constituted; tempered;
11582	complexitas	complexitat			N	3 1 F T	3	1	F		T		E	X	X	C	E	combination, association, connection; summary, resume; dilemma; complexity;
11583	complexiv	complexiv			ADJ	1 1 POS	1	1		POS			X	G	X	F	O	connective, conjunctive; (grammar); serving for connecting (L+S);
11584	complic	complic	complicav	complicat	V	1 1 TRANS	1	1			TRANS		X	X	X	C	O	fold/tie up/together; roll/curl/double up, wind (round); involve; bend at joint;
11585	complic	complic	complicu	complicit	V	1 1 TRANS	1	1			TRANS		X	X	X	C	O	fold/tie up/together; roll/curl/double up, wind (round); involve; bend at joint;
11586	complicabil	complicabil			ADJ	3 2 POS	3	2		POS			D	X	X	F	S	bending, pliant, that may be folded together;
11587	complicatio	complication			N	3 1 F T	3	1	F		T		D	X	X	E	S	folding together, enveloping; multiplication;
11588	complicitas	complicitat			N	3 1 F T	3	1	F		T		E	X	X	D	E	complicity;
11589	complod	complod	complos	complos	V	3 1 TRANS	3	1			TRANS		X	X	X	C	O	clap/strike (hands) together, applaud (enthusiastically/with emotion);
11590	complor	complor	complorav	complorat	V	1 1 X	1	1			X		X	X	X	C	O	bewail, bemoan; lament loudly/together/violently; despair of; morn for;
11591	complorat	complorat			N	4 1 M T	4	1	M		T		X	X	X	E	O	lamentation, (vocal) mourning; loud/violent complaint/bemoaning/bewailing (L+S);
11592	comploratio	comploration			N	3 1 F T	3	1	F		T		X	X	X	C	O	lamentation, (vocal) mourning; loud/violent complaint/bemoaning/bewailing (L+S);
11593	complu	complu	-	complut	V	3 1 DEP	3	1			DEP		D	X	X	E	S	be rained upon;
11594	complu	complu	-	-	V	3 1 IMPERS	3	1			IMPERS		X	X	X	F	O	rain-water runs/flows together/collects; it rains upon (L+S);
11595				compluri	ADJ	0 0 SUPER	0	0		SUPER			X	X	X	E	O	great many (pl.), very many;
11596	compluriens				ADV	POS				POS			X	X	X	E	O	several/many times, a good number of times; more than once;
11597	complus	complur			N	3 1 M P	3	1	M		P		X	X	X	C	O	many/several people/men(pl.), a fair/good number of people;
11598	complus	complur			N	3 2 N T	3	2	N		T		X	X	X	C	O	many/several things/items(pl.), a fair/good number of things;
11599	complus	complur			ADJ	3 1 POS	3	1		POS			X	X	X	B	O	many (pl.), several, a fair/good number; more than one (L+S);
11600	compluscul	compluscul			ADJ	1 1 POS	1	1		POS			X	X	X	C	O	several (pl.), more than one; a good many (L+S);
11601	complusicule				ADV	POS				POS			X	X	X	F	O	fairly/pretty often, not infrequently;
11602	complutor	complutor			N	3 1 M P	3	1	M		P		D	E	X	F	S	he who gives rain/who waters;
11603	compluvi	compluvi			N	2 2 N T	2	2	N		T		X	X	X	D	O	inward-sloping central roof (guides rainwater to cistern); like frame for vines;
11604	compluviat	compluviat			ADJ	1 1 POS	1	1		POS			X	A	X	E	O	shaped/square like a compluvium/inward-sloping roof; of vines on such frame;
11605	compon	compon	composu	composit	V	3 1 TRANS	3	1			TRANS		X	X	X	A	O	compare; place/put/add/collect together, collate; match (up); store/hoard; calm; construct, build; arrange, compile, compose, make up; organize, order; settle;
11606	componderans	componderant			ADJ	3 1 POS	3	1		POS			D	S	X	F	S	weighing;
11607	comport	comport	comportav	comportat	V	1 1 TRANS	1	1			TRANS		X	X	X	C	O	carry, transport, bring in, convey (to market); bring together; amass, collect;
11608	comportatio	comportation			N	3 1 F T	3	1	F		T		X	X	X	E	O	transportation; bringing/carrying together (L+S);
11609	comportional	comportional			ADJ	3 2 POS	3	2		POS			D	A	X	E	S	between boundaries of possessions/property (w/termmi/limits);
11610	compos	compot			ADJ	3 1 POS	3	1		POS			X	X	X	B	O	in possession/control/mastery of; sharing, guilty of, afflicted with; granted;
11611	composcens	composcent			ADJ	3 1 POS	3	1		POS			D	X	X	E	S	demanding at same time;
11612	composit	composit			N	2 2 N T	2	2	N		T		X	X	X	C	O	made-up/compound medicine; agreement/compact; [ex/de ~o => by pre-arrangement];
11613	composit	composit			N	2 2 N T	2	2	N		T		X	X	X	E	O	settled/peaceful situation (pl.), security, law and order;
11614	composit	composit	compositi	compositissi	ADJ	1 1 X	1	1		X			X	X	X	B	O	well-arranged/ordered, regular, matching; made up of several parts, compound; prepared/ready/fit, suitable/trained/qualified; calm, peaceful; mature, sedate;
11615	composite	compositius	compositissime		ADV	X				X			X	X	X	C	O	in orderly/skillful/well arranged/composed way; deliberately/regularly/properly;
11616	compositici	compositici			ADJ	1 1 POS	1	1		POS			X	G	X	F	O	compound (words);
11617	compositio	composition			N	3 1 F T	3	1	F		T		X	X	X	B	O	arrangement, combination; pairing/matching; order, sequence, structure; union; agreement, pact; mixture (medicine); composition (music/prose); storing;
11618	composititi	composititi			ADJ	1 1 POS	1	1		POS			X	G	X	F	S	compound (words);
11619	compositiv	compositiv			ADJ	1 1 POS	1	1		POS			D	X	X	F	S	suitable for uniting, compositive;
11620	composito				ADV	POS				POS			X	X	X	E	O	by prearrangement; concertedly;
11621	compositor	compositor			N	3 1 M P	3	1	M		P		X	D	X	E	O	writer, composer; orderer, arranger, disposer, maker (L+S);
11622	compositur	compositur			N	1 1 F T	1	1	F		T		X	X	X	E	O	assembling/fitting together; structure/assemblage; combination (words), syntax;
11623	compossessor	compossessor			N	3 1 M P	3	1	M		P		D	L	X	F	S	joint-possessor;
11624	compost	compost	composti	compostissi	ADJ	1 1 X	1	1		X			X	X	X	B	O	well-arranged/ordered, regular, matching; made up of several parts, compound; prepared/ready/fit, suitable/trained/qualified; calm, peaceful; mature, sedate;
11625	compostio	compostion			N	3 1 F T	3	1	F		T		E	X	X	E	E	arrangement, composition;
11626	compostur	compostur			N	1 1 F T	1	1	F		T		X	X	X	E	O	assembling/fitting together; structure/assemblage; combination (words), syntax;
11627	compot	compot	compotav	compotat	V	1 1 INTRANS	1	1			INTRANS		X	X	X	F	O	drink together;
11628	compotatio	compotation			N	3 1 F T	3	1	F		T		X	X	X	E	S	drinking party; (translation of Greek); a drink/drinking together (L+S);
11629	compotator	compotator			N	3 1 M P	3	1	M		P		E	X	X	F	E	drinking companion;
11630	compotens	compotent			ADJ	3 1 POS	3	1		POS			X	E	X	I	O	that is able (to grant a prayer); having power with one (epithet of Diana L+S);
11631	compoti	compot	compotiv	compotit	V	3 4 TRANS	3	4			TRANS		X	X	X	D	O	put in possession of, make partaker of; (PASS) attain; obtain, come into (L+S);
11632	compotor	compotor			N	3 1 M P	3	1	M		P		X	X	X	E	O	drinking-companion/buddy;
11633	compotrix	compotric			N	3 1 F P	3	1	F		P		X	X	X	E	O	drinking-companion (female); (bar girl?);
11634	compraecid	compraecid	compraecid	compraecis	V	3 1 TRANS	3	1			TRANS		X	X	X	F	O	cut each other off; cut off at same time (?) (L+S);
11635	compraes	compraed			N	3 1 M T	3	1	M		T		D	L	X	E	O	joint-surety;
11636	compransor	compransor			N	3 1 M P	3	1	M		P		X	X	X	F	O	table-companion; companion at a banquet; boon companion (L+S);
11637	comprec	comprec	-	comprecat	V	1 1 DEP	1	1			DEP		X	E	X	C	O	implore, invoke (gods); supplicate, pray that; pray for; pray to;
11638	comprecatio	comprecation			N	3 1 F T	3	1	F		T		X	E	X	E	O	public supplication or prayers; common imploring of a deity (L+S);
11639	comprehend	comprehend	comprehend	comprehens	V	3 1 TRANS	3	1			TRANS		X	X	X	A	O	catch/seize/grasp firmly; arrest; take hold/root/fire, ignite; conceive (baby); embrace; include/cover/deal with (in speech/law); express (by term/symbol);
11640	comprehendibil	comprehendibil			ADJ	3 2 POS	3	2		POS			X	X	X	E	O	comprehensible, able to be grasped by senses/intellect; that can be seized;
11641	comprehens	comprehens	comprehensav	comprehensat	V	1 1 TRANS	1	1			TRANS		X	X	X	F	O	seize in an embrace; embrace, hug;
11642	comprehensibil	comprehensibil			ADJ	3 2 POS	3	2		POS			X	X	X	E	O	comprehensible, able to be grasped by senses/intellect; that can be seized;
11643	comprehensibilitas	comprehensibilitat			N	3 1 F T	3	1	F		T		G	X	X	E	K	comprehensibility;
11644	comprehensio	comprehension			N	3 1 F T	3	1	F		T		X	X	X	B	O	arrest, grasping; comprehension, understanding; classifying; idea, perception; comprehensive argument; dilemma; region, zone; scope, range; grouping (words);
11645	comprehensiv	comprehensiv			ADJ	1 1 POS	1	1		POS			D	X	X	F	S	comprehensive, conceivable;
11646	comprend	comprend	comprend	comprens	V	3 1 TRANS	3	1			TRANS		X	X	X	A	O	catch/seize/grasp firmly; arrest; take hold/root/fire, ignite; conceive (baby); embrace; include/cover/deal with (in speech/law); express (by term/symbol);
11647	comprensio	comprension			N	3 1 F T	3	1	F		T		X	X	X	B	O	arrest, grasping; comprehension, understanding; classifying; idea, perception; comprehensive argument; dilemma; region, zone; scope, range; grouping (words);
11648	compresbyter	compresbyter			N	2 3 M P	2	3	M		P		D	E	X	F	S	fellow-presbyter;
11649	compress	compress			N	4 1 M T	4	1	M		T		X	X	X	C	O	compression, pressure; closing, pressing together; embracing/copulation;
11650	compress	compress	compressav	compressat	V	1 1 TRANS	1	1			TRANS		D	X	X	E	S	press; oppress;
11651	compress	compress	compressi	compressissi	ADJ	1 1 X	1	1		X			X	B	X	C	O	constricted/narrow/pressed together; bound/tight (bowels), constipated, binding;
11652	compresse	compressius	compressissime		ADV	X				X			X	X	X	E	O	briefly, succinctly, in a compressed manner; urgently, pressingly, insistently;
11653	compressio	compression			N	3 1 F T	3	1	F		T		X	X	X	C	O	squeezing, compression; sexual embrace, copulation; abridging, compression;
11654	compressor	compressor			N	3 1 M P	3	1	M		P		X	X	X	E	O	ravisher, rapist; one who presses/compresses (L+S);
11655	comprim	comprim	compress	compress	V	3 1 TRANS	3	1			TRANS		X	X	X	A	O	press/squeeze together, fold, crush; hem/shut/keep/hold in; copulate (male); suppress/control/stifle/frustrate/subdue/cow, put down; hold breath; silence;
11656	comprimens	compriment			ADJ	3 1 POS	3	1		POS			X	X	X	E	O	astringent;
11657	comprob	comprob	comprobav	comprobat	V	1 1 TRANS	1	1			TRANS		X	X	X	B	O	approve, accept, sanction, ratify; prove, justify, confirm, attest, bear out;
11658	comprobatio	comprobation			N	3 1 F T	3	1	F		T		X	X	X	E	O	approval;
11659	comprobator	comprobator			N	3 1 M P	3	1	M		P		X	X	X	F	O	approver;
11660	compromiss	compromiss			N	2 2 N T	2	2	N		T		X	L	X	C	O	joint undertaking guaranteed by deposit of money to abide by arbitration;
11661	compromissari	compromissari			ADJ	1 1 POS	1	1		POS			X	L	X	E	O	accepted as arbitrator by both parties (judge w/iudex); of arbitration;
11662	compromissio	compromission			N	3 1 F T	3	1	F		T		F	L	X	F	M	compromise; submission to arbitration;
11663	compromitt	compromitt	compromis	compromiss	V	3 1 X	3	1			X		X	X	X	C	O	enter into agreement to submit to arbitration/arbiter; agree to pay award;
11664	comprovincial	comprovincial			ADJ	3 2 POS	3	2		POS			D	X	X	F	S	born in same province;
11665	compt	compt			N	4 1 M T	4	1	M		T		X	X	X	D	O	union, conjunction; head-dress, hairband; adornment; well dressed hair (pl.);
11666	compt	compt			ADJ	1 1 POS	1	1		POS			X	X	X	C	O	adorned/ornamented/decked (hair); embellished, elegant/neat/pointed (discourse);
11667	compt	compt	compti	comptissi	ADJ	1 1 X	1	1		X			X	X	X	B	O	adorned/decorated, dressed/arranged/brushed (hair), smart; ornate/embellished; elegant (writing/writers), neat, in order, polished, smoothed;
11668	compte	comptius	comptissime		ADV	X				X			X	X	X	D	O	neatly, elegantly, in a well arrange manner; with ornament (L+S);
11669	comptional	comptional			ADJ	3 2 POS	3	2		POS			X	L	X	E	S	of a mock/sham sale/marriage; poor, worthless; [~ senex => one used in sham];
11670	comptor	comptor			N	3 1 M P	3	1	M		P		D	X	X	F	S	one who adorns; (hairdresser?);
11671	comptul	comptul			ADJ	1 1 POS	1	1		POS			X	X	X	F	O	elegantly dressed; luxuriously decked (L+S);
11672	compugn	compugn	compugnav	compugnat	V	1 1 INTRANS	1	1			INTRANS		X	X	X	E	O	fight together/with; struggle together (in argument);
11673	compugnanti	compugnanti			N	1 1 F T	1	1	F		T		D	W	X	F	S	fighting together/with;
11674	compuls	compuls			N	4 1 M T	4	1	M		T		D	X	X	F	S	striking together (hostile);
11675	compuls	compuls	compulsav	compulsat	V	1 1 TRANS	1	1			TRANS		X	X	X	F	O	batter, pound;
11676	compulsament	compulsament			N	2 2 N T	2	2	N		T		D	X	X	F	S	impelling; exhortation;
11677	compulsatio	compulsation			N	3 1 F T	3	1	F		T		D	X	X	E	S	contest, contention, (hostile) pressing together;
11678	compulsio	compulsion			N	3 1 F T	3	1	F		T		X	L	X	F	O	compulsion; (legal); urging (L+S); dunning; constraint;
11679	compulsor	compulsor			N	3 1 M P	3	1	M		P		D	X	X	C	S	driver (of cattle); one who asks/forces a payment, exactor of money; (goon?);
11680	compunct	compunct			ADJ	1 1 POS	1	1		POS			E	X	X	E	B	aroused, pricked; inspired; feeling remorse, remorseful;
11681	compunctio	compunction			N	3 1 F T	3	1	F		T		D	E	X	E	S	puncture, prick; remorse, sting/prick of conscience;
11682	compunctori	compunctori			ADJ	1 1 POS	1	1		POS			D	E	X	F	S	admonitory; hortatory;
11683	compung	compung	compunx	compunct	V	3 1 TRANS	3	1			TRANS		X	X	X	E	P	cause repentance; feel remorse/contrition; inspire w/devotion; (PASS) repent;
11684	compung	compung	compunx	compunct	V	3 1 TRANS	3	1			TRANS		X	X	X	C	O	prick, puncture (thoroughly); goad, stimulate; mark with points, tattoo;
11685	compurg	compurg	compurgav	compurgat	V	1 1 TRANS	1	1			TRANS		X	E	X	N	S	purify completely/thoroughly;
11686	compurgatio	compurgation			N	3 1 F T	3	1	F		T		D	X	X	F	S	complete purification;
11687	comput	comput			N	2 1 M T	2	1	M		T		D	S	X	E	S	computation, calculation; bank account (Cal);
11688	comput	comput	computav	computat	V	1 1 TRANS	1	1			TRANS		X	S	X	B	O	reckon/compute/calculate, sum/count (up); take/include in reckoning; work out;
11689	computabil	computabil			ADJ	3 2 POS	3	2		POS			X	X	X	N	O	calculable, computable;
11690	computatio	computation			N	3 1 F T	3	1	F		T		X	S	X	C	O	calculation, reckoning, computation; form/result of a particular calculation;
11691	computator	computator			N	3 1 M P	3	1	M		P		X	X	X	F	O	calculator, reckoner, accountant;
11692	computatr	computatr			N	2 2 N T	2	2	N		T		H	T	X	E	K	calculator;
11693	computesc	computesc	computu	-	V	3 1 INTRANS	3	1			INTRANS		X	X	X	C	O	decay, rot, putrefy; (completely);
11694	computresc	computresc	computru	-	V	3 1 INTRANS	3	1			INTRANS		X	X	X	C	O	decay, rot, putrefy; (completely);
11695	comt	comt			N	4 1 M T	4	1	M		T		X	X	X	D	S	union, conjunction; head-dress, hairband; adornment; well dressed hair (pl.);
11696	comt	comt	comti	comtissi	ADJ	1 1 X	1	1		X			X	X	X	B	S	adorned/decorated/ornate, dressed/arranged/brushed/decked (hair), smart; elegant (writing), embellished/elegant/neat/pointed; in order/polished/smooth;
11697	comte	comtius	comtissime		ADV	X				X			X	X	X	E	S	neatly, elegantly, in a well arrange manner; with ornament (L+S);
11698	comul	comul			N	1 1 F T	1	1	F		T		X	X	X	F	O	dainty/pretty hair;
11699	comun	comun			ADJ	3 2 POS	3	2		POS			X	X	X	E	O	common/joint/public; general/universal; ordinary; sociable, courteous; related; neutral, impartial (Mars); applicable on either side; same form for two cases;
11700	con	con			N	2 1 M T	2	1	M		T		X	S	X	C	O	cone, conical figure/shape; apex of helmet; form of sundial; pine cone; tenpin;
11701	con	con	-	conat	V	1 1 DEP	1	1			DEP		X	X	X	B	O	attempt/try/endeavor, make an effort; exert oneself; try to go/rise/speak;
11702	conabil	conabil			ADJ	3 2 POS	3	2		POS			D	X	X	F	S	laborious, difficult;
11703	conamen	conamin			N	3 2 N T	3	2	N		T		X	X	X	C	O	effort, exertion; power to move; attempt, endeavor, enterprise; prop, support;
11704	conament	conament			N	2 2 N T	2	2	N		T		X	A	X	N	O	implement used in gathering esparto grass; tool for uprooting plants (L+S);
11705	conangust	conangust	conangustav	conangustat	V	1 1 TRANS	1	1			TRANS		X	X	X	C	O	confine to narrow space, cramp; make narrower; narrow scope/application;
11706	conarach	conarach			N	1 6 F T	1	6	F		T		X	S	X	F	O	type of sundial;
11707	conat	conat			N	2 2 N T	2	2	N		T		X	X	X	C	O	effort; attempt/design/attempted action (in pejorative sense); (usu. pl.) (L+S);
11708	conat	conat			N	4 1 M T	4	1	M		T		X	X	X	B	O	attempt, effort; exertion, struggle; impulse, tendency; endeavor, design;
11709	conatio	conation			N	3 1 F T	3	1	F		T		X	X	X	F	O	attempt; endeavor, effort (L+S);
11710	conaudit	conaudit	conauditav	conauditat	V	1 1 TRANS	1	1			TRANS		D	X	X	E	S	confine to narrow space, cramp; make narrower; narrow scope/application;
11711	conbenno	conbennon			N	3 1 M P	3	1	M		P		X	X	F	F	O	those riding together in a benna (kind of (wickerwork?) carriage) (Gallic);
11712	conbib	conbib	conbib	-	V	3 1 X	3	1			X		X	X	X	B	O	drink completely/together/up; hold back (tears); absorb, soak in; swallow up;
11713	conbibo	conbibon			N	3 1 M P	3	1	M		P		X	X	X	F	O	drinking companion/buddy;
11714	conbulli	conbull	conbulliv	conbullit	V	3 4 TRANS	3	4			TRANS		X	X	X	F	O	boil fully/thoroughly;
11715	conbur	conbur	conbus	conbust	V	3 1 TRANS	3	1			TRANS		D	X	X	B	W	burn up/away; (w/love); consume/destroy w/fire; reduce to ash, cremate; scald;
11716	conbur	conbur	conbuss	conbust	V	3 1 TRANS	3	1			TRANS		X	X	X	B	O	burn up/away; (w/love); consume/destroy w/fire; reduce to ash, cremate; scald;
11717	conbust	conbust			N	2 2 N T	2	2	N		T		X	B	X	E	O	burn, injury from burning/scalding;
11718	conbustio	conbustion			N	3 1 F T	3	1	F		T		D	S	X	F	S	burning, consuming;
11719	conbustur	conbustur			N	1 1 F T	1	1	F		T		D	X	X	E	S	burning;
11720	conc	conc			N	1 1 F T	1	1	F		T		X	X	X	B	O	mollusk/murex/oyster/scallop; pearl/mollusk-shell; Triton horn; female genitalia
11721	concac	concac	concacav	concacat	V	1 1 TRANS	1	1			TRANS		X	X	X	E	O	soil, pollute, defile, make foul (with excrement/ordure/dung);
11722	concad	concad	-	-	V	3 1 INTRANS	3	1			INTRANS		X	X	X	F	O	fall together/at same time;
11723	concaedes	concaed			N	3 3 F T	3	3	F		T		X	X	X	F	O	barricade (of felled trees), abatis; (also pl.);
11724	concal	concal	concalav	concalat	V	1 1 TRANS	1	1			TRANS		X	X	X	F	O	summon;
11725	concal	concal	concalu	-	V	2 1 INTRANS	2	1			INTRANS		X	X	X	F	O	be/become warm; (thoroughly);
11726	concalefaci	concalefac	concalefec	concalefact	V	3 1 TRANS	3	1			TRANS		X	X	X	D	O	heat; make warm, warm thoroughly (L+S);
11727	concalefactio	concalefaction			N	3 1 F T	3	1	F		T		F	X	X	E	E	warning;
11728	concalefi	concalef	-	concalefact	V	3 3 SEMIDEP	3	3			SEMIDEP		X	X	X	D	O	be/become heated/made warm/warmed thoroughly (L+S); (concalefacio PASS);
11729	concalesc	concalesc	concalu	-	V	3 1 INTRANS	3	1			INTRANS		X	X	X	C	O	become/grow warm; warm up (with enthusiasm); glow with love (L+S);
11730	concalfaci	concalfac	concalfec	concalfact	V	3 1 TRANS	3	1			TRANS		X	X	X	E	O	heat; make warm, warm thoroughly (L+S);
11731	concalfactori	concalfactori			ADJ	1 1 POS	1	1		POS			X	B	X	N	O	causing warmth, thermogenic; (medical); warming, suitable for warming (L+S);
11732	concalfi	concalf	-	concalfact	V	3 3 SEMIDEP	3	3			SEMIDEP		X	X	X	E	O	be/become heated/made warm/warmed thoroughly (L+S); (concalfacio PASS);
11733	concallesc	concallesc	concallu	-	V	3 1 INTRANS	3	1			INTRANS		X	X	X	E	O	grow/become hard/hardened/callous/insensitive/shrewd/insensible/dull/obtuse;
11734	concamar	concamar	concamarav	concamarat	V	1 1 TRANS	1	1			TRANS		X	T	X	C	O	cover with an arch/vault, vault over;
11735	concamarat	concamarat			ADJ	1 1 POS	1	1		POS			X	X	X	D	Q	vaulted, arched;
11736	concamaratio	concamaration			N	3 1 F T	3	1	F		T		X	T	X	D	O	vaulting; vaulted roof; vault;
11737	concamer	concamer	concamerav	concamerat	V	1 1 TRANS	1	1			TRANS		X	T	X	C	O	cover with an arch/vault, vault over;
11738	concamerat	concamerat			ADJ	1 1 POS	1	1		POS			X	X	X	D	Q	vaulted, arched;
11739	concameratio	concameration			N	3 1 F T	3	1	F		T		X	T	X	D	O	vaulting; vaulted roof;
11740	concandefaci	concandefac	concandefec	concandefact	V	3 1 TRANS	3	1			TRANS		X	X	X	F	O	heat thoroughly;
11741	concandefi	concandef	-	concandefact	V	3 3 SEMIDEP	3	3			SEMIDEP		X	X	X	F	O	be/become heated thoroughly; (concandefacio PASS);
11742	concandesc	concandesc	concandu	-	V	3 1 INTRANS	3	1			INTRANS		X	X	X	F	O	glow, become inflamed;
11743	concaptiv	concaptiv			N	2 1 M P	2	1	M		P		D	X	X	E	S	fellow-captive/prisoner;
11744	concarn	concarn	concarnav	concarnat	V	1 1 TRANS	1	1			TRANS		D	E	X	E	S	incarnate, unite/clothe with flesh;
11745	concarnatio	concarnation			N	3 1 F T	3	1	F		T		D	E	X	F	O	incarnation, uniting with flesh;
11746	concastig	concastig	concastigav	concastigat	V	1 1 TRANS	1	1			TRANS		X	X	X	E	O	chastise severely/thoroughly, punish; censure, dress down;
11747	concat	concat			ADJ	1 1 POS	1	1		POS			X	X	X	E	O	fouled w/excrement; [catillus ~ => mince/hash => SOS/chipped beef on toast];
11748	concaten	concaten	concatenav	concatenat	V	1 1 TRANS	1	1			TRANS		D	X	X	E	S	link/bind together; connect;
11749	concatenatio	concatenation			N	3 1 F T	3	1	F		T		D	X	X	D	S	connecting/joining; concatenation, sequence; fettering, binding;
11750	concatervat	concatervat			ADJ	1 1 POS	1	1		POS			D	X	X	E	S	heaped/crowed together;
11751	concav	concav			N	2 2 N T	2	2	N		T		X	X	X	E	O	void, gap, hollow space;
11752	concav	concav			ADJ	1 1 POS	1	1		POS			X	X	X	C	O	hollow/hollowed out; concave/curving inward; arched; bent/curved; sunken (eyes);
11753	concav	concav	concavav	concavat	V	1 1 TRANS	1	1			TRANS		X	X	X	F	O	hollow out; round, curve; give hollow/curved form; hollows (pl.), a glen (Ecc);
11754	concavat	concavat			ADJ	1 1 POS	1	1		POS			X	X	X	F	O	hollowed out;
11755	concavitas	concavitat			N	3 1 F T	3	1	F		T		D	X	X	F	S	cavity, hollow;
11756	conced	conced	concess	concess	V	3 1 X	3	1			X		X	X	X	A	O	relinquish/give up/concede; depart; pardon; submit, allow/grant/permit/condone;
11757	concel	concel	concelav	concelat	V	1 1 TRANS	1	1			TRANS		X	X	X	F	O	keep secret, conceal altogether; conceal carefully (L+S);
11758	concelebr	concelebr	concelebrav	concelebrat	V	1 1 TRANS	1	1			TRANS		X	X	X	B	O	celebrate, make known; go often/in large numbers/together, frequent, haunt;
11759	concelebratio	concelebration			N	3 1 F T	3	1	F		T		E	X	X	D	E	celebration; concelebration;
11760	concellit	concellit			N	1 1 M P	1	1	M		P		D	X	X	F	O	cell-mate, one who dwells with one in a cell;
11761	concenatio	concenation			N	3 1 F T	3	1	F		T		X	X	X	E	O	dinner party; (Cicero from Greek); supping together, table companionship (L+S);
